USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
562570,99999,LITANG,CH,,,+30.000,+100.267,+3950.0,19560820,20230630
562650,99999,QIAN-NING,CH,,,+30.500,+101.483,+3452.0,19570701,19840611
562870,99999,YA'AN,CH,,,+29.983,+103.000,+0629.0,19560820,20230630
562940,99999,SHUANGLIU,CH,,ZUUU,+30.579,+103.947,+0495.3,19560820,20230630
562950,99999,CHIEN YANG,CH,,,+00.000,+000.000,-0999.0,19800701,20100531
562970,99999,REN-SHOU,CH,,,+30.000,+104.133,+0610.0,19740806,20011204
562980,99999,ZIYANG SOUTHWEST,CH,,,+30.117,+104.617,+0383.0,19591201,19610227
563120,99999,NYINGCHI,CH,,,+29.567,+094.467,+3001.0,19560820,20230630
563150,99999,DABBA SOUTHWEST,CH,,,+29.033,+100.167,+4553.0,19570701,19631231
563470,99999,ZEN-YAN (?),CH,,,+00.000,+000.000,-0999.0,19731112,19860127
563570,99999,DAOCHENG,CH,,,+29.050,+100.300,+3729.0,19640101,20230630
563740,99999,KANGDING,CH,,,+30.050,+101.967,+2617.0,19570701,20230630
563750,99999,HAN-YUAN-JIE,CH,,,+00.000,+000.000,-0999.0,19731004,20011029
563760,99999,HAN-YUAN-CHIEH EAST,CH,,,+29.583,+102.717,+2209.0,19601001,19610227
563840,99999,E-BIAN,CH,,,+00.000,+000.000,-0999.0,19731004,20011104
563850,99999,EMEI SHAN,CH,,,+29.517,+103.333,+3049.0,19560820,20230630
563860,99999,LESHAN,CH,,,+29.567,+103.767,+0440.0,19591209,19971231
564410,99999,BAME NORTHWEST,CH,,,+28.883,+098.583,+4413.0,19600101,19641231
564440,99999,DEQEN,CH,,,+28.450,+098.883,+3320.0,19560820,20230630
564590,99999,TU-ZHA,CH,,,+28.150,+100.933,+2743.0,19591209,19971231
564620,99999,JIULONG,CH,,,+29.000,+101.500,+2994.0,19560820,20230630
564625,99999,DAYONG,CH,,ZGDY,+29.133,+100.483,+0900.0,20071010,20230515
564720,99999,GAN-LUO,CH,,,+00.000,+000.000,-0999.0,19790705,20020613
564740,99999,MIAN-NING,CH,,,+00.000,+000.000,-0999.0,19800701,20040630
564750,99999,YUEXE,CH,,,+28.617,+102.600,+1736.0,19570701,19971231
564790,99999,JIAGU NORTH,CH,,,+28.217,+103.000,+1892.0,19591209,19610227
564850,99999,HU-JIA-PU-ZIIA,CH,,,+28.517,+103.617,+1485.0,19570701,19971231
564920,99999,YIBIN,CH,,,+28.800,+104.600,+0342.0,19440229,20230630
564940,99999,PING-SHAN (?),CH,,,+00.000,+000.000,-0999.0,19800701,20020418
565330,99999,LA-WAN,CH,,,+27.683,+098.350,+3352.0,19591209,19971231
565430,99999,ZHONGDIAN,CH,,,+27.700,+099.700,+3001.0,19591209,19971231
565480,99999,WEIXI,CH,,,+27.217,+099.317,+2743.0,19570701,19971231
565610,99999,DA-CUN,CH,,,+00.000,+000.000,-0999.0,19740425,19840728
565620,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19731004,19840628
565650,99999,YANYUAN,CH,,,+27.433,+101.533,+2591.0,19591209,19971231
565710,99999,XICHANG,CH,,,+27.900,+102.267,+1599.0,19440325,20230630
565760,99999,ZHAO-ZI-BA,CH,,,+27.600,+102.850,+2347.0,19730101,20020316
565770,99999,BOGUS CHINESE,CH,,,,,,19890501,20020801
565810,99999,TIAN-DI-BA,CH,,,+00.000,+000.000,-0999.0,19790701,20020518
565860,99999,ZHAOTONG,CH,,,+27.333,+103.750,+1950.0,19450107,20230630
566510,99999,LIJING,CH,,,+26.833,+100.217,+2382.0,19440131,20230630
566520,99999,BOGUS CHINESE,CH,,,,,,19890108,20011224
566640,99999,LA-SHI,CH,,,+26.367,+101.217,+1210.0,19591209,19971231
566710,99999,HUILI,CH,,,+26.650,+102.250,+1788.0,19560820,20230630
566740,99999,OGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19731022,20011113
566810,99999,APPROXIMATE LOCALE,CH,,,+26.833,+103.167,+0000.0,19801001,20020524
566840,99999,HUIZE,CH,,,+26.400,+103.250,+2189.3,19570701,20230630
566910,99999,WEINING,CH,,,+26.867,+104.283,+2236.0,19570701,20230630
567380,99999,MENG-KA,CH,,,+25.217,+097.867,+2134.0,19740112,19890830
567390,99999,TENGCHONG,CH,,,+24.983,+098.500,+1696.9,19570701,20230630
567410,99999,LIU-KU,CH,,,+25.783,+098.850,+2377.0,19591209,19971231
567450,99999,SHAN-YAN-ZHEN,CH,,,+00.000,+000.000,-0999.0,19800302,19841103
567480,99999,BAOSHAN,CH,,,+25.117,+099.183,+1649.0,19440326,20230630
567510,99999,DALI,CH,,,+25.700,+100.183,+1992.0,19431130,20230630
567630,99999,YUANMOU,CH,,,+25.733,+101.867,+1120.0,19560820,20230428
567680,99999,CHUXIONG,CH,,,+25.017,+101.517,+1820.0,19440131,20230428
567760,99999,APPROXIMATE LOCALE,CH,,,+25.633,+102.967,+0000.0,19731113,20011229
567770,99999,JINSHAN NORTH,CH,,,+25.150,+102.083,+1580.0,19740421,19741202
567780,99999,WUJIABA,CH,,ZPPP,+24.992,+102.744,+1894.9,19420713,20230630
567860,99999,ZHANYI,CH,,,+25.583,+103.833,+1900.0,19440109,20230630
567930,99999,PU-AN,CH,,,+25.783,+104.950,+2133.0,19591209,19971231
568380,99999,RUILI,CH,,,+24.000,+097.850,+0776.0,19591209,20230630
568390,99999,LU-XI,CH,,,+24.283,+098.467,+1524.0,19740730,20020222
568560,99999,JING-DONG,CH,,,+24.433,+100.850,+1676.0,19591209,19971231
568750,99999,YUXI,CH,,,+24.450,+102.567,+1677.0,19591209,19971231
568850,99999,MI-LE (?),CH,,,+24.400,+103.433,+1402.0,19730102,20020124
568860,99999,LUXI,CH,,,+24.533,+103.767,+1708.0,19591209,20230630
569150,99999,NAME/LOCATION UNKN,CH,,,+00.000,+000.000,-0999.0,19801005,20010820
569160,99999,NAME/LOCATION UNKN,CH,,,+00.000,+000.000,-0999.0,19801001,20020303
569420,99999,MENG-SA,CH,,,+23.717,+099.633,+1524.0,19800313,20020327
569450,99999,MENGDING,CH,,,+23.567,+099.083,+0512.0,19591209,19900405
569460,99999,GENGMA,CH,,,+23.550,+099.400,+1104.0,19900101,20230630
569510,99999,LINCANG,CH,,,+23.950,+100.217,+1503.0,19560820,20230630
569540,99999,LANCANG,CH,,,+22.567,+099.933,+1054.0,19570701,20230630
569590,99999,JINGHONG,CH,,,+22.000,+100.783,+0579.0,19570701,20230630
569640,99999,SIMAO,CH,,,+22.767,+100.983,+1303.0,19440516,20230630
569650,99999,MENG-WANG,CH,,,+22.483,+101.300,+0975.0,19740302,20020323
569660,99999,YUANJIANG,CH,,,+23.600,+101.983,+0398.0,19560820,20230630
569690,99999,MENGLA,CH,,,+21.500,+101.583,+0633.0,19730101,20230630
569750,99999,YI-SHA,CH,,,+23.317,+102.367,+1215.0,19731006,20020912
569770,99999,JIANGCHENG,CH,,,+22.617,+101.817,+1121.0,19730101,20230630
569790,99999,JIE-JIE,CH,,,+00.000,+000.000,-0999.0,19731004,19831223
569820,99999,KAI-YUAN,CH,,,+00.000,+000.000,-0999.0,19800402,20021030
569830,99999,BING-YUAN-JIE,CH,,,+23.700,+103.833,+1524.0,19800701,20020529
569850,99999,MENGZI,CH,,,+23.450,+103.333,+1313.6,19450228,20230630
569860,99999,DEHOUJIE,CH,,,+23.583,+103.867,+1423.0,19800701,19971231
569870,99999,BOGUS CHINESE,CH,,,,,,19801001,19841230
569880,99999,BOGUS CHINESE,CH,,,,,,19801002,19840614
569890,99999,HE-KOU,CH,,,+22.500,+103.950,+1363.0,19560820,20020927
569940,99999,WENSHAN,CH,,,+23.367,+104.383,+1278.0,19591204,19971231
569950,99999,BANG-O-JIE,CH,,,+00.000,+000.000,-0999.0,19731008,20011201
569990,99999,MALIPO SOUTHEAST,CH,,,+23.133,+104.700,+1057.0,19731111,19750421
570050,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801001,20050813
570060,99999,TIANSHUI,CH,,,+34.583,+105.750,+1143.0,19560820,19971231
570070,99999,HSI-LI SOUTH,CH,,,+34.100,+105.033,+1505.0,19731108,19741003
570140,99999,BEIDAO,CH,,,+34.570,+105.870,+1086.0,20050101,20230630
570160,99999,BAOJI,CH,,,+34.350,+107.133,+0610.0,19560820,19971231
570230,99999,CUI-MU,CH,,,+34.800,+107.867,+0914.0,19610901,20050423
570250,99999,FENGXIANG,CH,,,+34.517,+107.383,+0781.0,20050502,20230630
570260,99999,APPROXIMATE LOCALE,CH,,,+34.483,+107.950,+0000.0,19740422,20020322
570270,99999,BOGUS CHINESE,CH,,,,,,19850503,20040704
570340,99999,QIAN-XIAN,CH,,,+34.533,+108.233,+0335.0,19620302,19970529
570360,99999,XIANYANG,CH,,ZLXY,+34.447,+108.752,+0479.1,19560820,20230630
570460,99999,HUA SHAN,CH,,,+34.483,+110.083,+2063.0,19560820,20230630
570510,99999,BUCHANG SOUTHEAST,CH,,,+34.833,+110.167,+0332.0,19570616,19590831
570630,99999,MIAN-CHI,CH,,,+00.000,+000.000,-0999.0,19800402,20040104
570670,99999,LUSHI,CH,,,+34.083,+111.067,+0659.5,19560820,20230630
570680,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740421,20020722
570710,99999,MENGJIN,CH,,,+34.817,+112.433,+0333.0,19830701,20230630
570720,99999,JIUMENGJIN,CH,,,+34.817,+112.633,+0119.0,19570601,19580831
570730,99999,LUO-YANG,CH,,,+34.667,+112.417,+0155.0,19560820,20040728
570770,99999,TIEN-HU,CH,,,+34.150,+112.100,+0753.0,19610801,19971231
570780,99999,LYANG,CH,,,+34.150,+112.467,+0400.0,19740423,20020617
570830,99999,XINZHENG,CH,,ZHCC,+34.520,+113.841,+0150.9,19570601,20230630
570890,99999,XUCHANG,CH,,,+34.000,+113.967,+0072.0,19570401,19971031
570910,99999,KAIFENG,CH,,,+34.750,+114.417,+0067.0,19570602,19971231
570930,99999,NAO-KAO,CH,,,+00.000,+000.000,-0999.0,19790702,20020324
571020,99999,MING-YANG-CHEN,CH,,,+33.817,+105.617,+1524.0,19731111,20040426
571060,99999,CHENG-XIAN,CH,,,+33.750,+105.750,+1128.0,19560820,19971231
571270,99999,HANZHONG,CH,,,+33.067,+107.033,+0509.0,19560820,20230630
571280,99999,YANG-XIAN,CH,,,+00.000,+000.000,-0999.0,19731005,20021013
571300,99999,NINGSHAN NORTHEAST,CH,,,+33.333,+108.333,+0875.0,19600612,19610228
571310,99999,JINGHE,CH,,,+34.433,+108.967,+0411.0,20061010,20230630
571340,99999,WEN-HUANG-PING,CH,,,+33.450,+108.250,+0548.0,19570601,19971231
571370,99999,SHI-QUAN,CH,,,+00.000,+000.000,-0999.0,19740613,20040430
571430,99999,SHANGXIAN,CH,,,+33.917,+109.950,+0748.0,19620302,19970514
571440,99999,CHEN-AN,CH,,,+33.417,+109.150,+0610.0,19591209,19971231
571500,99999,APPROXIMATE LOCALE,CH,,,+33.483,+110.433,+0000.0,19740421,20020515
571560,99999,SHANG-NAN,CH,,,+33.533,+110.883,+0914.0,19570601,19971129
571730,99999,LUSHAN EAST,CH,,,+33.733,+112.917,+0125.0,19731108,19740923
571780,99999,NANYANG,CH,,,+33.100,+112.483,+0181.6,19560820,20230630
571810,99999,JIAXIAN,CH,,,+33.967,+113.217,+0076.0,19570601,19971231
571880,99999,APPROXIMATE LOCALE,CH,,,+33.233,+113.467,+0000.0,19731111,20020719
571890,99999,YUSHAN SOUTH,CH,,,+33.150,+113.817,+0058.0,19560820,19581031
571930,99999,XIHUA,CH,,,+33.783,+114.517,+0053.0,19560820,20230630
571970,99999,SHANG-CAI,CH,,,+00.000,+000.000,-0999.0,19800701,20050929
572030,99999,WU-TONG-YUAN,CH,,,+32.817,+105.700,+0700.0,19740421,20020503
572060,99999,GUANG-YUAN,CH,,,+32.433,+105.800,+0487.0,19560820,19841226
572070,99999,YAN-MEN-BA (?),CH,,,+00.000,+000.000,-0999.0,19740425,20060301
572080,99999,ZHAO-HUA,CH,,,+32.333,+105.683,+0675.0,19731018,20040924
572210,99999,YU-SHU-MTHO (?),CH,,,+00.000,+000.000,-0999.0,19740422,20020918
572320,99999,HAN-YIN,CH,,,+32.900,+108.517,+0457.0,19620302,19970612
572370,99999,WANYUAN,CH,,,+32.067,+108.033,+0674.0,19560820,20230630
572380,99999,JAN-CHIA-PA,CH,,,+32.100,+108.483,+1372.0,19730101,20020817
572450,99999,ANKANG,CH,,,+32.717,+109.033,+0291.0,19560820,20230630
572510,99999,BAIHE,CH,,,+32.767,+110.117,+0610.0,19740423,19971231
572530,99999,YUN-XIAN,CH,,,+32.800,+110.800,+0100.0,19570601,19891014
572550,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801002,20050313
572590,99999,FANGXIAN,CH,,,+32.033,+110.767,+0435.0,19591101,20230630
572650,99999,LAOHEKOU,CH,,,+32.433,+111.733,+0128.8,19560820,20230630
572780,99999,APPROXIMATE LOCALE,CH,,,+32.317,+112.633,+0000.0,19731007,20070727
572790,99999,ZAOYANG,CH,,,+32.150,+112.667,+0127.0,19570602,20230630
572900,99999,ZHUMADIAN,CH,,,+32.933,+113.917,+0107.2,19581105,20230630
572970,99999,XINYANG,CH,,,+32.133,+114.050,+0115.0,19560820,20230630
572980,99999,LUO-SHAN,CH,,,+32.217,+114.533,+0075.0,19730519,20020822
572990,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740421,20050805
573060,99999,LANGZHONG,CH,,,+31.583,+105.967,+0385.0,19591208,20230630
573070,99999,SANTAI,CH,,,+31.083,+105.083,+0385.0,19740112,19741128
573130,99999,BAZHONG,CH,,,+31.900,+106.700,+0360.0,19570701,19971231
573210,99999,APPROXIMATE LOCALE,CH,,,+31.883,+107.083,+0000.0,19740425,20020605
573270,99999,YONG-XING,CH,,,+00.000,+000.000,-0999.0,19740425,20170529
573280,99999,DA XIAN,CH,,,+31.200,+107.500,+0344.0,19560820,20230630
573450,99999,WU-XI (?),CH,,,+00.000,+000.000,-0999.0,19740421,20011120
573470,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19731008,20020107
573480,99999,FENGJIE,CH,,,+31.017,+109.533,+0303.0,19560820,20230630
573550,99999,SHIH-PU-SA NORTH,CH,,,+31.667,+110.367,+2182.0,19591103,19591229
573650,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740611,20020101
573670,99999,APPROXIMATE LOCALE,CH,,,+31.167,+111.167,+0000.0,19740514,20020322
573770,99999,WU-JIA-CHI(CHI-AFB),CH,,,+31.117,+112.400,+0198.0,19740421,20020528
573780,99999,ZHONGXIANG,CH,,,+31.167,+112.633,+0108.9,19560820,20230630
573790,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740621,20020705
573850,99999,SUIZHOU,CH,,,+31.717,+113.367,+0061.0,19610901,19971231
573940,99999,YINGSHAN NORTH,CH,,,+31.617,+113.817,+0106.0,19570602,19610831
573980,99999,HONG-AN,CH,,,+00.000,+000.000,-0999.0,19740421,19840527
573990,99999,MACHENG,CH,,,+31.133,+114.950,+0075.2,19570601,20230630
574050,99999,SUINING,CH,,,+30.500,+105.583,+0300.0,19591202,19971231
574060,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19731108,19840921
574110,99999,GAOPING,CH,,,+30.750,+106.133,+0347.0,19560820,20230630
574240,99999,BOGUS CHINESE,CH,,,,,,19840101,20020529
574260,99999,LIANGPING,CH,,,+30.683,+107.800,+0455.0,19560820,20230630
574280,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740429,20020227
574320,99999,WANXIAN,CH,,,+30.800,+108.350,+0299.0,19591209,19971231
574370,99999,ZHONG-XIAN (?),CH,,,+00.000,+000.000,-0999.0,19740601,20010712
574450,99999,APPROXIMATE LOCALE,CH,,,+30.600,+109.533,+0000.0,19731108,20070727
574470,99999,ENSHI,CH,,,+30.283,+109.467,+0458.0,19450331,20230630
574480,99999,EN-SHI (CHI-AFB),CH,,,+30.300,+109.483,+0457.0,19740421,20020615
574500,99999,ZIGUI,CH,,,+31.017,+110.700,+0442.0,19900401,20000216
574510,99999,LU-CONG-PO,CH,,,+30.783,+110.267,+1188.0,19570601,19971231
574570,99999,GUAN-DIAN-GOU (?),CH,,,+00.000,+000.000,-0999.0,19740421,20020930
574580,99999,WU-FENG,CH,,,+30.200,+110.667,+0915.0,19570601,19971231
574610,99999,YICHANG,CH,,,+30.733,+111.367,+0257.7,19560820,20230630
574620,99999,YI-CHANG (CHI-AFB),CH,,,+30.683,+111.450,+0107.0,19730101,20020703
574660,99999,JIANG-KOU (?),CH,,,+00.000,+000.000,-0999.0,19740425,20020425
574720,99999,SHA-YANG (?),CH,,,+00.000,+000.000,-0999.0,19740425,20020825
574760,99999,JIANGLING,CH,,,+30.333,+112.183,+0033.0,19570601,20230630
574770,99999,SHA-SHI (?),CH,,,+00.000,+000.000,-0999.0,19731004,20020819
574780,99999,YANG-JIA-CHANG,CH,,,+00.000,+000.000,-0999.0,19740615,20020523
574830,99999,FENSUIZUI NORTH,CH,,,+30.650,+113.650,+0030.0,19570601,19610324
574940,99999,TIANHE,CH,,ZHHH,+30.784,+114.208,+0034.4,19560820,20230630
574941,99999,SANYA PHOENIX INTL,CH,,ZJSY,+18.303,+109.412,+0028.0,20040713,20230630
575030,99999,NEIJIANG,CH,,,+29.617,+105.117,+0349.0,20030330,20230630
575040,99999,NEIJIANG,CH,,,+29.583,+105.050,+0357.0,19560820,19971231
575060,99999,DA-ZU,CH,,,+29.633,+105.767,+0305.0,19740423,20020415
575150,99999,CHONG-QING,CH,,,+29.517,+106.483,+0351.0,19560820,19870114
575160,99999,JIANGBEI,CH,,ZUCK,+29.719,+106.642,+0416.1,19441111,20230630
575220,99999,FOU-LING,CH,,,+29.717,+107.400,+0275.0,19591209,19971231
575250,99999,XIANG-GOU,CH,,,+00.000,+000.000,-0999.0,19740613,19840131
575270,99999,NAN-CHUAN (?),CH,,,+00.000,+000.000,-0999.0,19740422,20020529
575320,99999,WEN-TOU,CH,,,+29.867,+108.567,+0610.0,19800803,20050722
575370,99999,PENG-SHUI,CH,,,+29.250,+108.167,+0314.9,19570701,19740831
575450,99999,LAIFENG,CH,,,+29.533,+109.383,+0561.0,19450430,19971231
575540,99999,SANGZHI,CH,,,+29.400,+110.167,+0322.0,19591101,20230630
575570,99999,SHA-DI-QI,CH,,,+29.050,+110.133,+0455.0,19800311,20021225
575620,99999,SHI-MEN,CH,,,+29.583,+111.300,+0091.0,19591102,19971231
575640,99999,CI-LI,CH,,,+00.000,+000.000,-0999.0,19740518,19830528
575690,99999,CHANG-DE (?),CH,,,+00.000,+000.000,-0999.0,19740601,20020307
575720,99999,ZHI-ZHOU,CH,,,+29.733,+112.300,+0076.0,19790903,20020605
575730,99999,JIAN-LI,CH,,,+29.817,+112.883,+0027.0,19740805,20011003
575740,99999,ANXIANG,CH,,,+29.433,+112.183,+0028.0,19591101,19971231
575760,99999,NAN XIAN SOUTH,CH,,,+29.333,+112.417,+0031.0,19570601,19580731
575830,99999,PUQI,CH,,,+29.717,+113.883,+0061.0,19570603,19971231
575840,99999,YUEYANG,CH,,,+29.383,+113.083,+0052.0,19560820,20230630
575940,99999,CHONG-YANG (?),CH,,,+00.000,+000.000,-0999.0,19800705,20020822
575970,99999,MA-AO (?),CH,,,+00.000,+000.000,-0999.0,19740426,20020621
575980,99999,XIUSHUI,CH,,,+29.033,+114.583,+0147.0,19560820,20230630
575990,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19731202,19850302
576020,99999,LUZHOU,CH,,,+28.883,+105.433,+0336.0,19450630,19971231
576040,99999,NAXI,CH,,,+28.783,+105.383,+0364.0,20030330,20230630
576060,99999,CH'IH-SHUI HO,CH,,,+28.483,+105.933,+0977.0,19570701,19971231
576070,99999,DA-BA,CH,,,+00.000,+000.000,-0999.0,19740613,20020911
576080,99999,XUYONG/YONGNING,CH,,,+28.217,+105.433,+0366.0,19591209,19971231
576140,99999,CHIU-HSI-SHUI SOUTH,CH,,,+28.567,+106.083,+0289.0,19600201,19610222
576220,99999,JINFO SHAN (MOUNT),CH,,,+28.950,+107.150,+1907.0,19560820,20020613
576230,99999,CHEN-NAN,CH,,,+00.000,+000.000,-0999.0,19740425,20020410
576320,99999,CHANG-PU-QI,CH,,,+00.000,+000.000,-0999.0,19740421,20020622
576330,99999,YOUYANG,CH,,,+28.833,+108.767,+0665.0,19560820,20230630
576450,99999,HUA-YUAN,CH,,,+00.000,+000.000,-0999.0,19740425,20020406
576460,99999,APPROXIMATE LOCALE,CH,,,+28.500,+109.833,+0000.0,19740423,20020927
576490,99999,QIAN-ZHOU-ZHEN,CH,,,+28.267,+109.683,+0560.0,19600101,19971231
576530,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740421,19840602
576550,99999,YUANLING,CH,,,+28.467,+110.400,+0143.0,19560820,20230630
576590,99999,APPROXIMATE LOCALE,CH,,,+28.167,+110.967,+0000.0,19740421,20020809
576620,99999,CHANGDE,CH,,,+29.050,+111.683,+0035.0,19560820,20230630
576630,99999,HAN-SHOU (?),CH,,,+00.000,+000.000,-0999.0,19800706,20020608
576650,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740601,20041112
576660,99999,MA-JI-TANG (?),CH,,,+00.000,+000.000,-0999.0,19731108,20120913
576670,99999,DARONGTANG SOUTHEAST,CH,,,+28.317,+111.133,+0397.0,19740421,19740919
576690,99999,MEI-CHENG-ZHEN,CH,,,+28.150,+111.633,+0201.0,19570602,19971231
576710,99999,YUANJIANG,CH,,,+28.850,+112.383,+0027.0,19570602,19971231
576720,99999,YUAN-JIANG,CH,,,+00.000,+000.000,-0999.0,19731101,20020528
576760,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740427,20020310
576770,99999,BOGUS CHINESE,CH,,,,,,19890101,20020921
576790,99999,CHANGSHA/DATUOPU,CH,,ZGCS,+28.200,+113.083,+0046.0,19560820,19880714
576820,99999,PINGJIANG,CH,,,+28.750,+113.617,+0088.0,19591101,19971231
576870,99999,CHANGSHA,CH,,,+28.117,+112.783,+0120.0,19440214,20230630
576930,99999,SHI-MEN-LOU,CH,,,+28.983,+114.850,+0152.0,19740427,20020709
576990,99999,SHANG-GAO,CH,,,+00.000,+000.000,-0999.0,19740425,20010819
577060,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801001,20010715
577070,99999,BIJIE,CH,,,+27.300,+105.233,+1511.0,19560820,20230630
577080,99999,DA-FANG,CH,,,+27.150,+105.600,+1520.0,19731016,20020530
577120,99999,HUICHUAN,CH,,,+27.733,+106.950,+0984.0,19800701,20230630
577130,99999,ZUNYI,CH,,,+27.700,+106.883,+0845.0,19560820,19971231
577150,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740423,20020503
577160,99999,APPROXIMATE LOCALE,CH,,,+27.500,+106.833,+0914.0,19740425,20020627
577220,99999,MEITAN SOUTHWEST,CH,,,+27.750,+107.433,+0786.0,19591209,19610228
577230,99999,LONG-ZHUAN,CH,,,+00.000,+000.000,-0999.0,19800710,20011201
577260,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740610,20020123
577310,99999,SINAN,CH,,,+27.950,+108.250,+0418.0,19570701,20230630
577320,99999,DE-WANG,CH,,,+00.000,+000.000,-0999.0,19731004,20020615
577380,99999,CHEN-YUAN,CH,,,+27.050,+108.400,+0464.0,19560820,19580203
577410,99999,TONGREN NORTHWEST,CH,,,+27.733,+109.167,+0335.0,19591209,19610228
577450,99999,ZHIJIANG,CH,,,+27.450,+109.683,+0273.0,19430930,20230630
577490,99999,HUAIHUA,CH,,,+27.567,+110.000,+0261.0,19800307,20021205
577530,99999,XU-BU,CH,,,+27.917,+110.583,+0152.0,19730906,20021007
577540,99999,QIAN-YANG (?),CH,,,+00.000,+000.000,-0999.0,19740427,20020306
577590,99999,LONG-HUI-ANG,CH,,,+27.350,+110.950,+0644.0,19800410,20020331
577650,99999,APPROXIMATE LOCALE,CH,,,+27.500,+111.500,+0000.0,19801001,20050518
577660,99999,SHAOYANG,CH,,,+27.183,+111.450,+0310.4,19570602,20230630
577720,99999,XIANG-XIANG,CH,,,+27.733,+112.533,+0076.0,19740802,20020316
577730,99999,XIANG-TAN,CH,,,+27.883,+112.917,+0075.0,19740802,20020827
577740,99999,SHUANG-FENG,CH,,,+27.450,+112.200,+0916.0,19570602,19971231
577760,99999,NANYUE,CH,,,+27.300,+112.700,+1268.0,19560820,20230630
577830,99999,TONG-MU,CH,,,+00.000,+000.000,-0999.0,19731004,19840529
577920,99999,YI-CHUN,CH,,,+00.000,+000.000,-0999.0,19740111,20011111
577930,99999,YICHUN,CH,,,+27.800,+114.383,+0129.0,19560820,20230630
577990,99999,JI'AN,CH,,,+27.117,+114.967,+0078.0,19560820,20230630
578020,99999,APPROXIMATE LOCATIO,CH,,,+26.833,+105.500,+0000.0,19801001,20041009
578030,99999,ZHI-JIN,CH,,,+26.700,+105.767,+1676.0,19600301,19971231
578060,99999,ANSHUN,CH,,,+26.267,+105.967,+1402.0,19591202,19971231
578070,99999,LANG-TAI,CH,,,+26.050,+105.217,+0899.0,19731004,20041122
578130,99999,YANG-CHANG (?),CH,,,+00.000,+000.000,-0999.0,19730813,20020803
578160,99999,LONGDONGBAO,CH,,ZUGY,+26.539,+106.801,+1138.7,19450204,20230630
578220,99999,FUQUAN,CH,,,+26.700,+107.500,+0896.0,19731004,19740914
578230,99999,DAO-PING (?),CH,,,+00.000,+000.000,-0999.0,19800707,20040522
578250,99999,MA-JIANG,CH,,,+26.500,+107.583,+0726.0,19450310,19971231
578310,99999,TAI-JIANG,CH,,,+26.667,+108.333,+0607.0,19730816,20010725
578320,99999,SANSUI,CH,,,+26.967,+108.667,+0631.0,19591209,20230630
578340,99999,LEISHAN NORTHEAST,CH,,,+26.433,+108.133,+0926.0,19740421,19740819
578430,99999,HUI-TONG,CH,,,+26.867,+109.717,+0305.0,19800304,20011124
578450,99999,TONGDAO,CH,,,+26.167,+109.783,+0397.0,19591101,20230630
578530,99999,WUGANG,CH,,,+26.733,+110.633,+0340.0,19570601,20230630
578660,99999,LINGLING,CH,,,+26.233,+111.617,+0174.0,19430531,20230630
578720,99999,HENGYANG,CH,,,+26.933,+112.583,+0098.0,19430831,19971231
578820,99999,CHA-LING,CH,,,+00.000,+000.000,-0999.0,19730103,19840930
578830,99999,CHALING,CH,,,+26.800,+113.533,+0176.0,19570601,19971231
578910,99999,HECHUAN,CH,,,+26.950,+114.233,+0122.0,19610901,19630131
578930,99999,TAI-HO,CH,,,+26.783,+114.900,+0050.0,19730103,20020723
578960,99999,HUANGDIAN,CH,,,+26.250,+114.333,+0282.0,19570601,19610314
578961,99999,SUI-CHUAN,CH,,,+26.333,+114.500,+0152.0,19430930,19460228
579010,99999,HUA-GONG,CH,,,+00.000,+000.000,-0999.0,19800706,20040214
579020,99999,XINGREN,CH,,,+25.433,+105.183,+1379.0,19560820,20230630
579060,99999,ZHEN-FENG,CH,,,+25.383,+105.650,+0571.0,19600701,19971231
579090,99999,WANGMO NORTHWEST,CH,,,+25.250,+105.867,+0359.0,19600201,19600229
579110,99999,GUDONG WEST,CH,,,+25.950,+107.133,+0977.0,19740421,19740819
579130,99999,APPROXIMATE LOCATIO,CH,,,+25.833,+106.833,+0000.0,19801004,19850710
579160,99999,LUODIAN,CH,,,+25.433,+106.767,+0441.0,19560820,20230630
